MARTHA LETICIA;CASTELLANOS;KUHLIGER;HIDALGO No 323 CENTRO SAN PEDRO                                                 
ROSA MARIA;CASTRO VALLE;KUEHNE;LUIS QUINTANAR No 1127 COL BELLA VISTA                                          
ADRIANA ;CALDERON;LEDESMA;AV RODRIGO GOMEZ No 1816 COL NUEVA MORELOS                                      
ADRIAN ;CHAVEZ;LOPEZ;HACIENDA DE SANTA LUCIA No 6526 COL HACIENDA MITRAS                             
CARLOS ALFONSO;CANDELARIA;LOPEZ;XICOTENCATL NO. 604, COLONIA CENTRO                                             
ESMERALDA ;CARDENAS;LOPEZ;XICOTENCATL NO. 604, COLONIA CENTRO                                             
ESTEFANA ;CAMPOS;LOPEZ;AVE. RICARDO MARGAIN NO. 575, COLONIA SANTA ENGRACIA                            
FABIOLA DONAJI;CARRASCO;LEON;RIO COLORADO NO. 140, COLONIA MEXICO                                            
HECTOR ;CASTILLO;LOPEZ;OCCIDENTE No 774  COL INDEPENDENCIA                                             
JUAN JOSE;CAMPUZANO;LOPEZ;TAMAULIPAS NO. 418, COLONIA AMPLIACION RODRIGUEZ                                
JUAN MANUEL;CARMONA;LEON;SALTILLO NO. 19, 5TO PISO, COLONIA CONDESA, DELEGACION CUAUHTEMOC               
JUAN MANUEL;CASTELLANOS;LANDERO;MARSELLA NO. 160, COLONIA ALTAVISTA                                             
LUIS JOSE YAXAL;CANALES;LOPEZ;NICOLAS BRAVO No 313 COL MARIA LUISA                                            
LAURA ANGELICA;CA�AS;LOPEZ;MONTE CAPITOLIO NO. 299, D402A, COLONIA FUNETES DEL VALLE                       
ROSALINDA ;CHAPINA;LUPERCIO;AVE. AMERICA DEL NORTE NO. 206, COLONIA INDUSTRIAL LAS AMERICAS                 
ATANACIO;CAMPOS;MIRAMONTES;PASEO DE LAS COLINAS NO. 2069 COLONIA CUMBRES 2DO. SECTOR                       
ANA LAURA;CASTILLO;MERINO;CARR SALTILLO-MTY No 5816 RANCHO LA PEÑA                                        
CHRISTIAN PETER;CLAY;MENDOZA;AV. PASEO DE LOS LEONES No 1886 COL  CUMBRES 2o SECTOR                          
DAVID ;CALDERA;MANZANO;DIAGONAL AZARCO NO. 855A NTE, COLONIA OBRERA                                    
EVA CRISTINA;CALDERON;MIHAI;JESUS M. GARZA NO. 1405 OTE., COLONIA TERMINAL                                  
ELIEL ;CAMPUZANO;MENDIOLA;PORFIRIO DIAZ NO. 606, COLONIA CENTRO                                           
EMMANUEL HUMBERTO;CHAVEZ;MARTINEZ;20 DE NOVIEMBRE NO. 500 SUR, COLONIA MARIA LUISA                                
FEDERICO DANIEL;CHABAUD;MAGNUS;AVE. BENITO JUAREZ NO. 904, COLONIA EXPOSICION                                  
GUADALUPE ROCIO;CARBAJAL;MORA;VESUBIO NO. 911, COLONIA LAS PUENTES 9° SECTOR                                  
JUAN CARLOS;CHAVEZ;MONTES DE OCA;CALZADA LAS TORRES NO. 337, FRACCIONAMIENTO MIGUEL ALEMAN                       
JUAN;CAMACHO;MONTERO;GUILLERMO PRIETO No 1201-E COL CONGREGACION MARIANO E                           
JULIO CESAR;CAMPOS;MAGA�A;JUAREZ NO. 124, COLONIA CENTRO                                                  
LAMBERTO ;CAMPOS;MOLINA;CIRCUNVALACION No 3802 COL  FOMERREY No 7                                       
LUIS MANUEL;CASTRO;MORA;PABLO MONCAYO NO. 135-3, COLONIA COLINAS DE SAN JERONIMO                        
LUIS ARTURO;CHAVACAN;MATUS;GUERRERO NO. 312 PTE., COLONIA CENTRO                                           
MARGARITA ;CHAVEZ;MURILLO;ARTURO B. DE LA GARZA NO.4400, COLONIA DEL MAESTRO                              
MATIAS EDILBERTO;CARRADA;MARISCAL;HUNGAROS NO. 142, COLONIA ROBERTO ESPINOZA                                      
OLGA LIDIA;CASTILLO;MORALES;CARLOS CAMPACOS NO. 2118, COLONIA FERROCARRILERA                                
ROBERTO ;CANSECO;MARTINEZ;CARR LINARES SAN ROBERTO Km 44 S/N CTRO ITURBIDE                                
ROSA ISELA;CALLEJAS;MOLINA;SANTIAGO TAPIA NO. 328, COLONIA CENTRO                                          
YOLANDA ;CASAS;MANCIO;VETERANOS DE LA REVOLUCION NO. 440, COLONIA ANTONIO I. VILLARREAL               
MARIA SOLEDAD;CHAMORRO;NAVARRETE;IGNACIO VALLARTANO. 809 NORTE, COLOIA CENTRO                                    
YEHOSUA ENRIQUE;CAMACHO;NOCEDAL;PEDREGAL DE LA COSTA NO. 6817, COLONIA PEDREGAL DE LA SILLA                     
CARMELO ;CABRERA;OLIVARES;AV MANUEL L BARRAGAN No 550 L-143 COL RES ANAHUAC                               
LEONARDO;CAUDILLO;ORTIZ;PADRE MIER NO. 328, COLONIA HUINALA                                             
CHRISTIAN ;CARRASCO;PEREZ;LERMA NO. 2230, COLONIA MITRAS CENTRO                                           
MARIA FERNANDA;CAMARA;PEREZ;QUINTANA ROO No 204 COL SAN RAFAEL                                              
GABRIELA DEL CARMEN;CASTELLANOS;PUC;PRIVADA GUTIERREZ No 11 COL MARIA LUISA                                         
JUAN GUILLERMO;CAMACHO;PEDRAZA;MINA DE SODIO NO. 209, COLONIA ESTANCIA                                         
JUAN ;CASTA�ON;PEREZ;INDEPENDENCIA NO. 112, COLONIA CENTRO                                           
JESSICA ;CASCANTE;PEREZ;ABASOLO NO. 223 ALTOS, COLONIA CENTRO                                           
LUIS ;CHAO;PRATT;JOSE SANTOS CHOCANO No 915 COL ANAHUAC                                          
LUIS JAVIER;CAMPUZANO;PI�A;FRANCISCO GARCIA LORCA NO. 795, COLONIA ANAHUAC                                 
LETICIA ;CAMPOS;PEREZ;CARRETERA A COLOMBIA NO. 713, COLONIA LOS ALTOS                                 
ALFONSO;CASTRO;ROMERO;AVE. LAS TORRES NO. 302, UNIDAD HABITACIONAL SAN PEDRO                          
JOSE ANTONIO;CAMARILLO;RIOS;BOULEVARD ROGELIO CANTU GOMEZ NO. 384, COLONIA SANTA MARIA                      
AIDA ANGELICA;CHAVIRA;ROMERO;RUPERTO MARTINEZ NO. 1525 PTE, COLONIA CENTRO                                   
CARLOS ;CAMPOS;RAFAEL;CARRETERA A SANTA ROSA KM 36.8 S/N SANTA ROSA                                   
CIRCE DEJANIRA;CANO;RAMOS;AZCAPOTZALCO NO 812-A COL UNIDAD MODELO                                         
JOSE DIEGO PABLO;CASTILLO;REYES;AVE. LAS TORRES NO. 98, PARQUE INDUSTRIAL ESCOBEDO                              
FRANCISCO DE PAULA;CASTRO;REYNOSO;GOLFO DE MEXICO No 790-B COL LA FE                                              
JUAN MANUEL;CALVA;REYNOSO;MODESTO ARREOLA NO. 508-7, COLONIA CENTRO                                       
JHOVANNI ALEJANDRO;CHAVARRIA;RAMIREZ;RAYON NO. 508 SUR, COLONIA CENTRO                                               
MAGDALENA CECILIA;CHAVEZ;RODRIGUEZ;AVE. REVOLUCION NO. 3780, L12, COLONIA TORREMOLINOS                             
MAURICIO ;CANO;RODRIGUEZ;PRIVADA LIENDO SUR NO. 705, COLONIA OBISPADO DEGOLLADO                          
JOSE MANUEL;CASTA�EDA;RESENDIZ;SENDA PRIMAVERAL No 4772 COL VILLA LAS FUENTES                                  
MAYIM;CAMPA;RODRIGUEZ;MORELOS NO. 810, COLONIA CENTRO                                                 
MISAEL ;CALDERON ;ROSAS ;MORELOS NO. 810, COLONIA CENTRO                                                 
MARIA DE LA PAZ;CHAVEZ;RAMIREZ;MADERO NO. 104, COLONIA CENTRO                                                  
ROCIO ;CASTILLO;RODRIGUEZ;JOSE ALVARADO NO. 1928, COLONIA JARDIN ESPAÑOL                                  
SARA ;CASASOLA;RAMIREZ;LOMA DE LOS PINOS NO. 5519, COLONIA LA ESTANZUELA                               
VANESSA ;CALVA;RUIZ;LOMA BLANCA No 2979-4A COL CHEPEVERA                                            
ARACELI ;CAMARENA;SANCHEZ;SAN JOSE NO. 4754, COLONIA LOS CEDROS                                           
AGUSTIN ;CASTA�EDA;SOLIS;AV VASCONCELOS No 316 int-5 COL SIERRA MADRE                                    
ALEJANDRO ;CASTREJON;SANCHEZ;AVE. LAZARO CARDENAS NO. 3920, COLONIA LAS TORRES                               
BEATRIZ ;CASTRO;SIERRA;AVE. ROBLE NO. 300 P-11, DESP 07. COLONIA VALLE DEL CAMPESTRE                   
CARLOS ;CASTRO;SANTARRIAGA;VIA PIAMONTE NO. 111, COLONIA VILLAS PREMIER                                    
JESUS ALEJANDRO;CANO;SANCHEZ;STRAUSS NO. 464, RESIDENCIAL LOS ROBLES                                         
JESUS ;CASTA�EDA;SOLIS;CARACAS NO. 436, COLONIA VALLE DEL NOGALAR                                      
LUIS ARMANDO;CABA�AS ;SALINAS ;AV. FEDERICO GOMEZ No 1810 COL BUENOS AIRES                                     
JOSE MANUEL;CASTA�UELA;SANCHEZ;TACUBAYA NO. 129, COLONIA LOS LERMAS                                            
OLIVIA ;CASTILLO;SANDOVAL;TREVIÑO No 1549 ote CTRO CD                                                     
PEDRO ;CAPETILLO;SALCEDO;MONTERREY No 527 COL LIBERTAD                                                   
CAMILO;CAPRI;DE LA TORRE;AVE. LAZARO CARDENAS NO. 3820, COLONIA LAS TORRES                               
DIEGO ISRAEL;CANO;TORIZ;AVE. REVOLUCION NO. 4631, COLONIA CONTRY                                        
MA. MAGDALENA IRMA;CASAS;TOVAR;AQUILES SERDAN NO. 405, COLONIA CENTRO                                          
STEPHANIE ;CASTILLO;TORRES;AVE. NOGALAR NO. 403, COLONIA FUTUTO NOGALAR                                    
STEPHANIE;CAMPOS;TORRES;AVE. ALFONSO REYES NO. 209, LOCAL 4, COLONIA CONTRY                             
NORMA ;CASILLAS;URE�A;23 de ABRIL No 1829 COL NUEV MADERO                                             
CLAUDIA FABIOLA;CABRERA;VAZQUEZ;DURANGO NO. 405, COLONIA NUEVO REPUEBLO                                         
FRANCISCO RAFAEL;CHACON;VIDALES;BOULEVARD ROGELIO CANTU NO. 384, COLONIA SANTA MARIA                            
JOSE LEON;CARDENAS;VERDUGO;BOULEVARD ROGELIO CANTU NO. 374-6, COLONIA SANTA MARIA                          
MARIA MAGDALENA;CASTELLANOS;VAZQUEZ;BOULEVARD DIAZ ORDAZ NO. 140 TORRE 2 PISO 20, COLONIA SANTA MARIA               
MARTHA PATRICIA;CAMACHO;DE LA VEGA;RIO PANUCO NO. 293-A, COLONIA ROMA                                              
MANUEL ISRAEL;CHACON;VAZQUEZ;PRIVADA ESTRADA NO. 150, COLONIA LOS TREVIÑO                                    
NORMA LETICIA;CHAVEZ;VELAZQUEZ;ROMA NO. 316, COLONIA MIRADOR                                                   
RODRIGO;CHAVEZ;VERDUZCO;CALOS CAMPACOSNO. 2118, COLONIA FERROCARRILERA                                  
SILVIA IVONNE;CARDOZA;VENEGAS;OSCAR WILDE No 224 COL COLINAS DE SAN JERONIMO                                  
MARIA TERESA;CARPY;VELAZQUEZ;12a AVENIDA No 105 COL CUMBRES                                                  
JORGE ;CAMACHO;YA�EZ;QUETZAL NO. 106, COLONIA CUAUHTEMOC                                             
ALEJANDRO ;CELORIO;ALCANTARA;WASHINGTON NO. 2407 PTE., COLONIA MARIA LUISA                                   
GUSTAVO EDMUNDO;CERVIN ;AYALA ;JUAN VERAZZANO NO. 2917, COLONIA CUMBRES 5TO. SECTOR                            
NAYELI ;CECE�A;ALVAREZ;EMILIANO ZAPATA NO. 2719-B, COLONIA FABRILES                                    
FEDERICO;CELMA;BARRON;COAHUILA NO. 412, COLONIA INDEPENDENCIA                                         
BERENICE ;CESPEDES;CARDENAS; HENRI DUNANT No 356-A pte  COL DEL PRADO                                       
JARIF ;CERECEDO;CARMONA;SAN BERNABE NO. 651 COLONIA MORELOS                                             
DULCE FABIOLA;CERVANTES;DURAN;SEGUNDA AVENIDA NO. 217 COLONIA GUERRA                                          
LUIS ANTONIO;CERNAS;DIAZ;CARTAGENA NO. 956 COL   LATINOAMERICANA                                         
GREGORIO EFRAIN;CEDRUN;ESPADAS;MADRID No 901 COL EL REFUGIO                                                    
NAYME ;CHEHAIBAR;ESPINO;AV DEL CENTRO No 609 nte COL BARRIO STA ISABEL                                  
DANIA MICHELL;CEDILLO;FRAGOSO;MAREA BAJA NO 273 COL VALLE MORELOS                                             
RAFAEL AGUSTIN;CERVANTES;FIGUEROA;AV ELOY CAVAZOS NO 4008 COL ALMAGUER                                            
ALEJANDRA ;CELIS;GUZMAN;JOJOBA NO 529 FRACC PASEO DE LAS PALMAS                                         
ARTURO ;CELIS;GUZMAN;PRIVADA RHIN NO. 647, COLONIA MIRADOR                                           
CLAUDIA GEORGINA;CERVANTES;GODINEZ;DE LOS APEROS NO 938 COL BOSQUES DE LINDAVISTA                                  
SANDRA ;CENDEJAS;GRIMALDO;EMILIO CARRANZA NO 723 SUR DESPCHO 509 CENTRO CD                                
EDUARDO ;CEDILLO;ISLAS;RIO DANUBIO No 2005 FRACC BERNARDO REYES                                        
ERNESTO;CEBREROS;LOPEZ;VISTA FLORIDA NO. 242 COLONIA LINDA VISTA                                       
MIGUEL EMILIO;CEDILLO;LONGINOS;RIO GUADALQUIVIR NO 105 OTE COL DEL VALLE                                       
SERGIO EDUARDO;CERVANTES;LOPEZ;FRANCISCO GZA SADA NO 2930 L-A COL DEPORTIVO OBISPADO                           
ANA KAREN ;CERVANTES ;MORENO;RIO PANUCO NO 458 COL DEL VALLE                                                 
ERIC ;CERVANTES;MARTINEZ;SEBASTIAN LERDO DE TEJADA NO 125 CTRO SAN NICOLAS                               
FERNANDO ALBERTO;CELIS ;MAYA;ISAAC GARZA NO 930 CTRO CD                                                      
GONZALO ;CERVERA;MARTINEZ;AV LAZARO CARDENAS NO3828 COL LAS TORRES PLAZA ACAPULCO                         
KAREN VIANEY;CENTENO;MARTINEZ;JUVENTINO ROSAS NO. 1710, COLONIA JARDIN ESPAÑOL                                
LUIS ALBERTO;CELIS;MEJIA;NUEVA IRLANDA NO 4049 COL INDUSTRIAL LINCOLN                                    
MARINES ;CERVANTES;MAYAGOITIA;ZARAGOZA NO 1202 SUR CENTRO CD                                                  
MARCELA ;CELORIO;MANCERA;VALLARTA NO 345 SUR CENTRO CD                                                   
ALBERTO;CEPEDA;ORVA�ANOS;UNIVERSIDAD DE TAMULIPAS NO 213 COL VILLA UNIVERSIDAD                           
ERNESTO ;CESPEDES;OROPEZA;BOSQUES DE LOS ALPES NO 234 COL BOSQUES DEL VALLE                               
ARTURO ;CERON;PEREZ;JUAREZ No 125 pte FRACC  ITURBIDE                                               
ALEJANDRO GUILLERMO;CERVANTES;ROCHA;PASEO DE LOS LEONES NO. 2508  COLONIA CUMBRES 3ER. SECTOR                       
GUILLERMO ISMAEL;CETINA;RIVERA;BAHAMAS NO. 106  COLONIA VISTA HERMOSA                                          
JAIME ;CERON;ROSALES;AV SAN ANGEL No 102-A depto-7  COL ALPINO                                       
JAVIER;CERRITOS;DE LOS SANTOS;VERACRUZ NO. 120 COLONIA LAS BRISAS                                             
MARTHA ELENA;CERVANTES;VARGAS;ITSMO NO. 3329  COLONIA RIVERAS DEL RIO                                         
MARIA TERESA;CERON;VELEZ;QUINTA CALLE NO. 155 OTE.  COLONIA MIGUEL ALEMAN                                
JAQUELINE ;CISNEROS;BRAVO;AVE. LAZARO CARDENAS NO. 3828 LOCAL 15 Y 16  COLONIA LAS TORRES                 
ALBA ;CISNEROS;CRUZ;MORELOS NO. 371  COLONIA CENTRO                                                 
JOSE DE JESUS ;CISNEROS;CHAVEZ;RUIZ CORTINEZ NO. 502 PTE. COLONIA BELLA VISTA                                  
PEDRO ELIUD;CISNEROS;CUERVO;PRIVADA 30DE ABRIL NO. 7039  COLONIA TOPO CHICO                                 
SELMA GUADALUPE;CIENFUEGOS;HERRERA;IGNACIO LOPEZ RAYON NO. 274  COLONIA CENTRO                                     
SILVIA ;CRISOSTOMO;LOPEZ;AV EUGENIO GZA SADA No 6048 sur COL MEDEROS                                     
DIEGO HAZEL;CISNEROS;MORALES;INDEPENDENCIA No 233 CENTRO SAN PEDRO                                           
MAGDA ARELY;CID;MORALES;BARCELONA NO 335 COL POPULAR                                                    
SANDRA ANAID;CISNEROS;MORALES;AV CUAUHTEMOC NO 725 NTE CENTRO CD                                              
JUAN CARLOS;CIRIACO;ROMERO;J M PLOWELLS NO 901 COL JARDIN ESPANOL                                          
MAYOMI ;CID DEL PRADO;RENDON;CARRETERA MONTEMORELOS RAYONES KM 2.5 COL LA PALMA                              
ANA MELINA;CORONA;ALVIDREZ;5 DE MAYO NO 1175 PTE CENTRO CD                                                 
CLARISA ;CORTES;ALONSO;J GUADALUPE ZUNO HDZ NO 2037 COL AMERICANA                                      
DIEGO;CORNEJO;ALCALA;CABO SAN LUCAS NO 3660-4 COL RINCON DE LA PRIMAVERA                             
EVERARDO ;CORONA;AGUILAR;PUERTO GUAYMAS NO 624 COL LA FE                                                 
EDGAR GERARDO;CORREA;AGUILAR;ATOYAC NO 411 PTE COL MITRAS NORTE                                              
IGNACIO ;CORDERO;AVALOS;HIDALGO NO 1415-A PTE COL EX-SEMINARIO                                          
RAFAEL ANGEL;CORTES;ARMENTA;SEXTA AVENIDA NO 212-D COL VILLAHERMOSA                                         
SANTIAGO ;CORTES;ALCOCER;PRIV. PEDRO LASCURIAN No 1074 COL NIÑO ARTILLERO                                
VICTOR EMILIO;CORZO;ACEVES;PATRICIO MILMO NO 128 COL LOMAS DE CHEPEVERA                                    
RODRIGO;CORTES;BRAVO;MANZANILLO NO 17 PISO 1 DESPACHO 1 COL ROMA SUR                                 
MARIA DEL CARMEN ;CORDOVA;CADENA;AV JUAREZ NO 1073 SUR L-C                                                       
JAVIER ;CORTES ;CRUZ;RIO DE LA PLATA NO 140 COL PUEBLO NUEVO                                         
NORMA PATRICIA;CORTES;CONTRERAS;VICENTE SUAREZ NO 617 COL OBRERA                                                
ANA MARIA;CONTRERAS;DELGADO;EL MANZANO NO 503 COL HDA SAN MIGUEL                                            
CLAUDIA AIRY;CORDERO;DEVESA;VILLAGRAN NO 1561 NTE COL INDUSTRIAL                                            
ERICK JONATHAN;CONTRERAS;DOSAMANTES;VALLE CELESTE NO 2516 COL MIRADOR DE LA SILLA                                   
JORGE ALBERTO ;CONRADIS;ESTRADA;AV REAL SAN AGUSTIN NO 222 L-H 5 Y 6 COL RES SAN AGUSTIN                        
MARIA DE LOURDES;CORTES;ESPINOSA;TAPIA NO 508 OTE CTRO CD                                                        
JORGE AUGUSTO;CONTRERAS;FLORES;CARLOS ESPINOZA NO 784 COL AMPLIACION LOS MAESTROS                              
AUDENCIO ;CONTRERAS;GONZALEZ;CAMINO REAL SAN JOSE NO 424 COL HACIENDA LOS CANTU                              
FERNANDO JAVIER ;CORZAS ;GARFIAS ;AV SAN NICOLAS NO 300-A  COL GARZA CANTU                                        
MONICA LORENA;COLIN;GUTIERREZ;CALIZA NO 300 COL ARBOLEDAS DE SANTA CRUZ                                       
OSCAR;CORTEZ;GUTIERREZ;AV FRANCISCO I MADERO NO 715 OTE CTRO CD                                        
PATRICIA ;CORTES;GUADARRAMA;16 DE ENERO NO 100 COL LA MAESTRANZA                                            
RODOLFO ;CORIA;GARAY;CALZADA DE TLALPAN NO 3000 COL ESPARTACO                                        
MARIA DEL ROSARIO;CORTES;GUERRERO;CAMINO REAL NO 7724 COL TOPO CHICO                                              
AGUSTIN ;COLIN;HUITRON;AV VASCONCELOS NO 1400-2 PTE COL PALO BLANCO                                    
LUZ MARIA;CONTRERAS;HERNANDEZ;CARR MIGUEL ALEMAN NO 112 COL LA FE                                             
ROMINA ;CONDE;HERNANDEZ;ALVAREZ NO 145-A CTRO CD                                                        
RUTH MONSERRAT;CORTES;HUERTA;AV PROL FELIX U GOMEZ NO 119 CTRO CD                                            
ELSA ;CORONA;ISLAS;SINGAPUR NO 123 FRACC FUTURO NOGALAR                                            
KAREN IDALY;CORREA;JIMENEZ;MIGUEL DOMINGUEZ No 107 COL TALLERES                                            
ALVARO ;CORTINA;JUAREZ;16 de SEPTIEMBRE No 822 pte COL INDEPENDENCIA                                   
DIANA IVONNE;CONTRERAS;LEMUS;MIGUEL HIDALGO No 804 COL LAZARO CARDENAS                                       
ISRAEL ;CONSTANTINO;LARA;HERMENEGILDO GALEANA No 3190 COL DEL NORTE                                      
MANUEL ;CORONADO;LARIOS;RIO NILO No 201-A COL MITRAS NORTE                                              
ALEJANDRA ;CORTES;MENDOZA;JESUS GONZALEZ ORTEGA No 215-A CTRO CD                                          
DESIREE ;COLOME;MENENDEZ;SINALOA No 85 COL ROMA                                                          
GEMMA KATYA;CORTES;MARTINEZ;CAMINO AL MIRADOR No 5305 COL DEL PASEO RESIDENCIAL                             
LAURA JESSICA;CORDOVA;MU�OZ;SIERRA GANDARA No 3915 COL SIERRA VENTANA                                       
ROCIO ;CORTES;MEDEL;JARDINEROS No 208 COL TRABAJADORES                                              
TOMAS ;COPADO;MEDINA;LERMA No 2230 COL MITRAS CENTRO                                                 
UZZIEL TONATIU;CORTES;MARTIN DEL CAMPO;CIRCONIO No 127 COL VALLE DEL INFONAVIT                                         
GABRIELA ;COLIN;ORTEGA;JUAN DE QUEZADA No 2835 COL CUMBRES 4o SECTOR                                   
OLIVER ABDIEL;CONTLA;ORTIZ;AV RUIZ CORTINES No 390 COL MITRAS                                              
RAFAEL ;COVA;OLVERA;LOS OLMOS No 497 COL EL SABINO                                                  
TERESA ;CORONA;OLVERA;LOS OLMOS No 497 COL EL SABINO                                                  
CARLOS ARMANDO;COLORADO;PAUL;AV SIMON BOLIVAR No 2160 nte COL MITRAS CENTRO                                  
GERARDO ;CORTES;PALMA;APOLO No 4329 COL EL PORVENIR                                                   
ALMA VERONICA;COLIN;ROJAS;AV NOGALAR No 619 COL INDUSTRIAL NOGALAR                                        
BRENDA BERENICE;CORTES;RODRIGUEZ;AV VENUSTIANO CARRANZA No 507 sur CTRO CD                                       
MARIA FERNANDA;COSSIO;ROMERO;EMILIO CARRANZA No 330 NTE. COL. CENTRO
JOSE JUAN;CORONA;ROMERO;AV BERNARDO  REYES No 2321 COL INDUSTRIAL                                       
JOSE LUIS;COSME;ROJAS;ARTEAGA No 1303 COL PARAISO                                                     
LEONARDO DANIEL;CONTRERAS;ROSALES;AV FELIX U GOMEZ No 4201 COL INDUSTRIAL BENITO JUAREZ                           
MIRIAM ;CORTES;RAMOS;AV LOS ANDES No 2425 COL INDUSTRIAL BENITO JUAREZ                               
OSCAR ;CORTES;RAMOS;AYUTLA No 1315 COL NUEVO REPUEBLO                                               
ROSALINDA ;CONZUELO ;RODRIGUEZ;JUAN DE LA BARRERA No 2753 COL REVOLUCION PROLETARIA                            
ADAN;CORTES;SALAS;BLVD DIAZ ORDAZ No 333 COL SANTA MARIA                                          
JUAN DARIO;CONSTANTINO;SUASTEGUI;AV PLUTARCO ELIAS CALLES No 137 COL AZTECA                                      
LENA MABEL;CORREA;SALAZAR;DEL MOLINO No 610 COL VILLA DE SAN MIGUEL                                       
VICENTE ;COLMENARES;SUMANO;PROL ITURBIDE No 949 COL MANUEL AVILA CAMACHO                                   
VANESSA YADIRA;CORONA;SANTIAGO;ADOLFO RUIZ CORTINES No 241 COL BENITO JUAREZ                                   
BERNARDO ;CORDOVA;TELLO;BLVD PUERTA DEL SOL No 736 COL COLINAS DE SAN JERONIMO                          
EDUARDO ;CORDOVA;TAPIA;DIEGO DE MONTEMAYOR No 340 nte CENTRO CD                                        
ELDA MARIA;CONTRERAS;TELLEZ;AV EUGENIO GARZA SADA No 2145 COL ROMA                                          
LAURA LISELOTTE;CORREA ;DE LA TORRE ;AV MADERO No 863 pte CENTRO CD                                                  
CLAUDIA ELENA SUJEY;CORTES;VILLAGRAN;AV SENDERO NORTE No 430 COL VILLA SOL                                           
JUAN PABLO;CORTES;VILLALOBOS;AV EUGENIO GARZA SADA No 400 COL ALTAVISTA                                      
MARIA LEA;CORTI;VELAZQUEZ;AV RODRIGO GOMEZ No 360 COL CENTRAL                                             
LILIAN ;CORDOBA;VAZQUEZ;PROL ITURBIDE No 949 COL MANUEL AVILA CAMACHO                                   
RUBEN DARIO CRUZ;CORTES;VALENCIA;AV FELIX U GOMEZ No 3130 nte COL MODERNA                                        
ANA BERTHA ;CUERVO ;ALARCON;JOSE MA VELAZCO No 453 COL MISION REAL                                          
CARMEN LAURA;DE LA CRUZ;AVILA;VIDRIO PLANO No 850 ote COL VIDRIERA                                            
FABIOLA ;CRUZ;ANDRADE;TONALA No 4121 COL RESIDENCIAL LINCOLN                                          
MARCO ANTONIO;CHUMACERO;AYALA;RIO BALSAS No 605 sur COL DEL VALLE                                             
DELIA ;DE LA CRUZ;CADENA;AV RAUL RANGEL FRIAS No 4119 L-11 COL RES LINCOLN                               
HEBE MILAGROS;CUE;CHAVEZ;DR JULIAN VILLARREAL No 1902 COL TERMINAL                                       
SUSANA ;CRUZ;CASTILLO;DR CANTU No 300 COL LOS DOCTORES                                                
ANTONIO ;CRUZ;DIAZ;PROL RUIZ CORTINES No 5673 COL VALLE VERDE 2o SECTOR                            
HECTOR ENRIQUE;CUADROS ;DOMINGUEZ;JESUS CANTU LEAL No 652 COL BUENOS AIRES                                        
JESUS ALEJANDRO;CRUZ ;DO�AN;JULIAN CARRILLO No 117 COL COLINAS DE SAN JERONIMO                              
SERGIO ;CUEVAS;DOMINGUEZ;CARR A REYNOSA S/N COL ARBOLEDAS DE STA CRUZ                                    
TANIA ;CUELLAR;DIAZ;AV INDUSTRIALES DEL PONIENTE No 2300 CTRO STA CATARINA                          
ERWIN AXEL;CRUZ;ECHEVERRIA;FRANCISCO MARQUES No 707 COL OBRERA                                             
PATRICIA AIDA DEL CARMEN;CRUZ;FIERRO;CALLE 12 No 280 COL JARDINES DE ANAHUAC                                         
ANLI ;CHU;GARCIA;VALLE DE SAN LORENZO No 240 COL VALLE DEL CONTRY                                
EDGAR ARTURO;CUBERO;GOMEZ;PEDRO VELEZ No 1918 COL 10 de MARZO                                             
SENON ;CUEVAS;GARCIA;VIA PISA No 415 COL JOLLA DE ANAHUAC                                            
JOSE MANUEL;CUEVAS;LOPEZ;AV LAZARO CARDENAS No 1810  L-10y05 COL DEL PASEO RES                           
ALVARO ;CUELLAR;MALDONADO;AV AZTLAN No 744 COL UNIDAD MODELO                                              
ALEJANDRO ;CRUZ;MEDINA;CALZADA DEL VALLE No 609 ote COL VALLE DE STA ENGRACIA                          
CARLOS ;CRUZ MANJARREZ;MENDOZA;NAVIO No 303 COL CONTRY EL TESORO                                               
JOEL ;CRUCES;MONROY;AV ALFONSO REYES No 300 L-B COL CHAPULTEPEC                                     
JUAN CARLOS;CUEVAS;MU�OZ;RIO GUAYALEJO No 217 sur  COL DEL VALLE                                         
RAUL ;CUETO;MARTINEZ;SENDA OTOÑAL No 4451 COL VILLA LAS FUENTES                                      
EDUARDO;CUELLAR;NEVARES;PRIV RIO LAS PALMAS No 448 COL DEL VALLE                                        
MARIA HILDA;CURA;OLVERA;AV MADERO No 110 ote CTRO CD                                                    
LESLIE MICHELLE;CURIEL;OCAMPO;AV MADERO No 1114 ote CTRO CD                                                   
MARIA DEL SOCORRO ;CUEVAS ;PEREZ;AV MADERO No 110 ote CTRO CD                                                    
MARIA ALEJANDRA;CRUZ;ROMERO;TERMOPILAS No 225 L-6 COL CUMBRES 3er SECTOR                                    
DAMARIZ ADRIANA;CRUZ;RANGEL;PLATON SANCHEZ No 411 sur CTRO CD                                               
EUSEBIO ;DEL CUETO;RUIZ FUNES;AV MADERO No 1114 ote CTRO CD                                                   
INDIRA;CRUZ;RESENDIZ;DR COSS No 219 nte CTRO CD                                                      
JUANA LIZBETH;CRUZ;RAMIREZ;SIERRA MORENA No 801 COL LAS PUENTES                                            
JESUS SALVADOR;CRUZ;RIOS;AV CHAPULTEPEC No 700 B-110 COL STA MARGARITA                                   
